fish_id,dfo,fac_code,genbc,ahc,fish,v6,farm_dx1,farm_dx2,farm_dx3,Company,Farm,size,type,coll_date,year,sw_entry,sw_transfer,quarter,carcass_sum,km_result,pcr_ihnv,pcr_ipnv,pcr_isav,pcr_vhsv,pcr_prs,pcr_sav,pcr_toti,vcm,bkd,wu,furunculosis,mouth_rot,vibriosis,photobacteriosis,listonelliosis,hks,jaundice,ricketsiosis,loma,anemia,ik_comment,hf_commment,path_comment,ns_mbd,ns_ahs,ns_vpt,ns_gif,ns_vwf,ns_bhm,ns_mrt,heart_peri,heart_myo,liver_cong,liver_nec,liver_itis,spleen_cong,spleen_ellipnec,spleen_wpulpitis,spleen_capprolif,kid_itis,kid_osis,kid_inthplasia,kid_nec,kid_glomitis,pancreatitis,enteritis,cns_itis,cns_malacia,cns_gliosis,cns_cong,cns_msporidia,gill_itis,gill_cong,gil_prolif,skinmus_itisnec,nud,chip,geneticsassignednumber,avgct_hkg,hkgalert,stddevoffamctvic_hkg,sumlowctfails,assayrepsdalert,Arena,ASPV,COV,CTV,MitoV,Ortho,ReoV,SmallUK,Toti,avgct_prv,avgct_ae_hyd,avgct_ae_sal,avgct_aspv,avgct_c_b_cys,avgct_ce_sha,avgct_cr_sal,avgct_de_sal,avgct_fa_mar,avgct_fl_psy,avgct_gy_sal,avgct_ic_hof,avgct_ic_mul,avgct_ihnv,avgct_ipnv,avgct_isav7,avgct_isav8,avgct_ku_thy,avgct_lo_sal,avgct_my_arc,avgct_my_cer,avgct_my_ins,avgct_na_sal,avgct_ne_per,avgct_nu_sal,avgct_omv,avgct_pa_kab,avgct_pa_min,avgct_pa_pse,avgct_pa_ther,avgct_pch_sal,avgct_pisck_sal,avgct_pmcv,avgct_prv,avgct_pspv,avgct_re_sal,avgct_rlo,avgct_sav,avgct_sch,avgct_sp_des,avgct_sp_sal,avgct_te_bry,avgct_ven,avgct_ver,avgct_vhsv,avgct_vi_ang,avgct_vi_sal,,,,,calc_ae_hyd,calc_ae_sal,calc_aspv,calc_c_b_cys,calc_ce_sha,calc_cr_sal,calc_de_sal,calc_fa_mar,calc_fl_psy,calc_gy_sal,calc_ic_hof,calc_ic_mul,calc_ihnv,calc_ipnv,calc_isav7,calc_isav8,calc_ku_thy,calc_lo_sal,calc_my_arc,calc_my_cer,calc_my_ins,calc_na_sal,calc_ne_per,calc_nu_sal,calc_omv,calc_pa_kab,calc_pa_min,calc_pa_pse,calc_pa_ther,calc_pch_sal,calc_pisck_sal,calc_pmcv,calc_prv,calc_pspv,calc_re_sal,calc_rlo,calc_sav,calc_sch,calc_sp_des,calc_sp_sal,calc_te_bry,calc_ven,calc_ver,calc_vhsv,calc_vi_ang,calc_vi_sal,dup,ae_hyd_call,ae_sal_call,aspv_call,c_b_cys_call,ce_sha_call,cr_sal_call,de_sal_call,fa_mar_call,fl_psy_call,gy_sal_call,ic_hof_call,ic_mul_call,ihnv_call,ipnv_call,isav7_call,isav8_call,ku_thy_call,lo_sal_call,my_arc_call,my_cer_call,my_ins_call,na_sal_call,ne_per_call,nu_sal_call,omv_call,pa_kab_call,pa_min_call,pa_pse_call,pa_ther_call,pch_sal_call,pisck_sal_call,pmcv_call,prv_call,pspv_call,re_sal_call,rlo_call,sav_call,sch_call,sp_des_call,sp_sal_call,te_bry_call,ven_call,ver_call,vhsv_call,vi_ang_call,vi_sal_call,_merge,salmon,salmon2,coll_date1,sw_entry1,time_sea,month_sea,month_sea6,month_sea4,heart_peri1,heart_myo1,liver_cong1,liver_nec1,liver_itis1,spleen_cong1,spleen_ellipnec1,spleen_wpulpitis1,spleen_capprolif1,kid_itis1,kid_osis1,kid_inthplasia1,kid_nec1,kid_glomitis1,pancreatitis1,enteritis1,cns_itis1,cns_malacia1,cns_gliosis1,cns_cong1,cns_msporidia1,gill_itis1,gill_cong1,gill_prolif1,samp,zone2,zone1,zone,fac_code,c_noted,,,,,,
G16,A.3.5-67,50,16,12.2618,3,G16,no_dz,,,Marine Harvest,Goat Cove,1,G,20/06/2012,2012,2010-06-10,,2,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,older sample,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,1_May252015_1193,G16,13.826241,0,0.15705572,0,,999,9.682132945,999,15.46169439,999,999,999,999,999,22.081844,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,24.499964,0,0,19.748888,0,0,0,22.081844,0,25.442364,0,0,0,0,0,0,24.470755,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5403962,0,0,1089.173,0,0,0,1.9386317,0,0.43193236,0,0,0,0,0,0,0.45140463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,matched (3),A,Atlantic,19164,18541,623,20.766666,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2618,3.5,3.5,35,50,,,,,,,
G888,A.3.4-16,72,888,13-0699,3,G888,no_dz,,,Mainstream,Mt. Simmonds,0,G,14/02/2013,2013,2012-01-10,,1,1,,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,G261 was reextracted to G888; Ulcerative stomatitis,Severe necrotic jaw lesion with large numbers of filamentous bacteria suggestive of Tenacibaculum sp. Some metacercariae in gillss.,__,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,New,10_June92015_1230,G888,12.989917,0,0.080517575,0,,999,9.7411722,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.938528,19.034676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.405586,3561.8015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19403,19267,136,4.5333333,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13-0699,3.4,3.4000001,34,72,,,,,,,
G25,A.2.4-93,25,25,12.3247,8,G25,no_dz,,,Grieg Seafood,Concepcion,1,G,27/07/2012,2012,2011-04-01,,3,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,__,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,1_May252015_1193,G25,12.379267,0,0.025498778,0,,24.91734664,9.833745436,999,23.50565746,999,999,-999,999,999,21.101563,0,0,0,25.746353,0,0,0,0,0,0,0,17.151869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.793337,0,0,0,21.101563,0,24.533792,0,0,25.873207,0,0,0,0,0,0,0,0,,,,,0,0,0,2.3593066,0,0,0,0,0,0,0,129.61584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6694.6953,0,0,0,4.2162805,0,0.83926654,0,0,185.66646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19201,18631,570,19,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3247,2.4,2.4000001,24,25,,,,,,,
G691,A.2.3-29,16,691,11.3039,5,G691,no_dz,,,Mainstream Canada,Binns Island,1,G,2011-11-07,2011,28/04/2010,,3,1,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,Rs infection,BKD-like encephalitis.,Suspect head trauma,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,New,8_June82015_1228,G691,14.621523,0,0.10894598,0,,999,9.846855,999,25.54676607,-999,999,999,999,999,17.351379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.267666,0,0,0,0,0,0,19.971148,0,17.351379,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095285259,0,0,0,0,0,0,163.70692,0,181.47096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,18819,18380,439,14.633333,3,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.3039,2.3,2.3,23,16,,,,,,,
G942,A.2.3-109,28,942,13-3831,1,G942,no_dz,,,Mainstream,Rant Point,1,G,2013-11-09,2013,2012-01-04,,3,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Systemic dz with inflammatory and hepatic necrosis lesions consistent with P salmonis positive pool,,BHM rosey colour with congested bv's,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,New,11_June162015_1226_1230,G942,13.676657,0,0.22332604,0,,999,10.00392163,999,21.51319537,999,999,999,999,999,22.46641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.818958,0,0,0,0,0,0,0,0,0,0,22.649479,0,28.472546,0,22.46641,0,0,0,0,28.484219,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.012174,0,0,0,0,0,0,0,0,0,0,592.32642,0,1.1998619,0,6.6994128,0,0,0,0,105.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19612,19084,528,17.6,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,13-3831,2.3,2.3,23,28,,,,,,,
G43,A.3.2-140,20,43,12.4293,10,G43,no_dz,,,Mainstream,Brent Island,1,G,18/10/2012,2012,20/01/2011,,4,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Small pinpoint hemo on skin, ascites, pseudocapsule around liver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,New,1_May252015_1193,G43,12.344662,0,0.19144954,0,,999,10.04008039,999,22.0048817,999,999,999,999,999,21.411304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.003895,0,0,0,0,23.238058,0,0,0,21.411304,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63531572,0,0,0,0,133.61356,0,0,0,3.1191125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19284,18647,637,21.233334,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.4293,3.2,3.2,32,20,,,,,,,
G719,A.3.2-67,20,719,11.5069,1,G719,no_dz,,,Mainstream,Brent Island,1,G,21/11/2011,2011,24/06/2011,,4,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"Low grade systemic inflammation, including gills; brain hemorrhage is cause of death",,__,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,New,8_June82015_1228,G719,12.169134,0,0.2001375,0,,999,10.0443046,999,18.89032422,999,999,999,999,999,17.851845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94739,17.599216,0,28.63122,0,17.851845,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0441875,23064.221,0,0.46492273,0,128.17339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,18952,18802,150,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11.5069,3.2,3.2,32,20,,,,,,,
G97,A.3.2-56,69,97,12-1641,6,G97,no_dz,,,Marine Harvest,Cyrus Rocks,1,G,2012-05-04,2012,2011-01-01,,2,1,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,small,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,2_May262015_1194,G97,11.521029,0,0.27304852,0,pa_ther and vhsv,999,10.0719951,999,19.19268722,-999,999,23.13696898,999,999,19.96928,0,0,0,28.384983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.291117,0,0,0,19.96928,0,22.718266,0,0,0,0,0,0,0,0,28.249418,0,0,,,,,0,0,0,0.71222711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.00604,0,0,0,15.915286,0,9.9407282,0,0,0,0,0,0,0,0,5.2824659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,matched (3),A,Atlantic,19088,18628,460,15.333333,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-1641,3.2,3.2,32,69,,,,,,,
G599,A.2.4-33,7,599,11.304,3,G599,no_dz,,,Grieg Seafood,Esperanza,1,G,21/07/2011,2011,2009-11-01,,3,1,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,Rs infection in brain,Looks like BKD.,Brain hemorrhaging appears to be congestion,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,3,0,3,0,0,0,0,2,0,0,0,New,7_June52015_1227,G599,12.524798,0,0.14686941,0,,999,10.14531414,999,20.60565173,999,999,999,999,999,22.312498,0,22.412582,0,0,0,0,0,0,0,0,0,29.519007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.265812,0,24.951221,0,22.312498,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4.4969387,0,0,0,0,0,0,0,0,0,0.021315787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11879.688,0,4.2885447,0,2.055171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,18829,17908,921,30.700001,4,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,11.304,2.4,2.4000001,24,7,,,,,,,
G308,A.3.2-104,20,308,12.2842,1,G308,open1,open 2,,Mainstream,Brent Island,1,G,13/07/2012,2012,20/01/2011,,3,1,,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,Photobacterium phosphoreum,,"Pale liver, blood in brain cavity",0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,New,4_May262015_1196,G308,10.884909,0,0.032868557,1,,999,10.18626699,999,28.04697671,999,999,999,999,999,19.393728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.393728,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.305359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19187,18647,540,18,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.2842,3.2,3.2,32,20,,,,,,,
G357,A.3.4-16,72,357,13-0699,6,G357,no_dz,,,Mainstream,Mt. Simmonds,0,G,14/02/2013,2013,2012-01-10,,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,__,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,New,4_May262015_1196,G357,11.846698,0,0.17157803,0,,999,10.33391119,999,999,999,999,999,999,999,27.081478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.718168,0,0,0,27.081478,0,21.167885,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162.9741,0,0,0,0.53623646,0,38.419914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19403,19267,136,4.5333333,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-0699,3.4,3.4000001,34,72,,,,,,,
G80,A.3.2-53,55,80,13-1620,3,G80,no_dz,,,#N/A,Raza Island,1,G,2013-10-04,2013,15/11/2011,,2,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Branchitis and proliferation - no agent found,,__,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,2,0,2,,New,1_May252015_1193,G80,12.757587,0,0.083839267,0,,28.84683376,10.33525313,999,999,999,999,27.58249558,999,999,15.616938,0,0,0,0,0,0,0,0,27.299524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.793839,0,0,0,15.616938,0,0,0,0,26.947466,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,7.0956163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.655853,0,0,0,192.53772,0,0,0,0,111.23813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19458,18946,512,17.066668,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,13-1620,3.2,3.2,32,55,,,,,,,
G433,A.3.4-143,72,433,12.4562,7,G433,no_dz,,,Mainstream Canada,Mt. Simmonds,0,G,2012-07-11,2012,2012-10-07,,4,1,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,5_June152015_1225,G433,14.064067,0,0.10453295,0,,999,10.34692761,999,999,999,999,999,999,999,0,0,0,0,26.309681,0,0,0,0,23.807402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,2.3233731,0,0,0,0,82.358368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,matched (3),A,Atlantic,19304,19184,120,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4562,3.4,3.4000001,34,72,,,,,,,
G108,A.3.1-47,53,108,12-1859,1,G108,no_dz,,,Marine Harvest,Vantage,1,G,2012-07-05,2012,2012-11-01,,2,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,Microscopic liver lesions with differing opinions on severity i.e. severe vs not sufficient to cause morbility. With petechia in visceral fat and ascites infectious cause is suggested but no evidence of agent.,Not incompatible with ISA.,Ascites; mottled liver; petechia in visceral fat; enlarged spleen,0,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,2_May262015_1194,G108,12.690106,0,0.27763379,0,,999,10.41351423,999,20.39575552,999,999,999,999,999,24.454817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.992264,0,0,0,24.454817,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.25288,0,0,0,0.82068747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19120,19003,117,3.9000001,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-1859,3.1,3.0999999,31,53,,,,,,,
G535,A.2.4-60,25,535,11.5072,3,G535,no_dz,,,Grieg Seafood,Concepcion,1,G,29/11/2011,2011,26/03/2011,,4,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Systemic dz with mild inflammatory lesions; no agent found,,__,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,New,6_June52015_1226,G535,12.246737,0,0.024911458,0,,999,10.43343338,999,22.51669304,999,999,999,999,999,19.974051,0,0,0,29.076752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.247204,0,0,0,19.974051,0,0,0,0,,0,0,0,,0,0,0,0,,,,,0,0,0,0.38031849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846.647,0,0,0,28.635748,0,0,0,0,-999,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,,0,0,0,0,matched (3),A,Atlantic,18960,18712,248,8.2666664,2,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.5072,2.4,2.4000001,24,25,,,,,,,
G102,A.2.3-49,22,102,12-1646,5,G102,Wu,,,Mainstream Canada,Bare Bluff,1,G,18/04/2012,2012,2010-12-02,,2,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,__,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,2_May262015_1194,G102,11.875861,0,0.21092042,0,,999,10.45170415,999,21.69784914,999,999,999,999,999,20.535786,0,0,0,0,0,0,0,0,26.974052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.225969,0,0,0,20.535786,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,12.44368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.1359,0,0,0,10.832847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19101,18305,796,26.533333,4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-1646,2.3,2.3,23,22,,,,,,,
G70,A.2.4-4,46,70,13-0697,3,G70,no_dz,,,Grieg Seafood,Muchalat South,1,G,18/02/2013,2013,2012-01-01,1,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flaccid heart,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,New,1_May252015_1193,G70,13.72615,0,0.11933111,0,,999,10.47700608,999,24.27954512,999,999,-999,999,999,0,0,26.759539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.299162,0,0,0,0,0,25.815447,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.12943003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.39676,0,0,0,0,0,0.31678018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19407,18993,414,13.8,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-0697,2.4,2.4000001,24,46,,,,,,,
