hkg_Alert,Unique,Fish,Alternate,Prog,Species,Spp_Group,Trip,Location,SWFW,Year,Date,SEASON1,Stock,Stock_Region,Histology,SmAd,HW,HatcheryWild,Set,STATION,STATION_NAME,Length,Mass,Sex,Comments,Comments 2,Dissection Comments,catch_R,Ec_Wc_VanIsle,Catch_Sub_region,Catch_Region,Zone,Latitude,Longitude,Unique1,Tissue,LOD,Value,ae_hyd,ae_sal,arena1,arena2,ascv,aspv,c_b_cys,ce_sha,cov,cr_sal,ctv,de_sal,fa_mar,fl_psy,gy_sal,hkg,ic_hof,ic_mul,ihnv,ipnv,isav7,isav8,ku_thy,lo_sal,mitov,mo_vis,my_arc,my_cer,my_ins,na_sal,ne_per,omv,ortho,pa_kab,pa_min,pa_pse,pa_ther,pch_sal,pisck_sal,pmcv,prv,pspv,re_sal,reov,rlo,sav,sch,sgpx,smallUK,sp_des,sp_sal,te_bry,te_mar,toti,ven,ver,vhsv,vi_ang,vi_sal,ye_ruc_glnA
OK,1000-0208-124-G174,G174,DFO-P.3-70  AHC-13-1621,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,08-Apr-13,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-173,Yellow Island,Yellow Island,,,,,,"Frayed gills, VPT on liver, ~1kg",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G174,Mixed,NO,AvgCopy,0,0,0,0,0,0,199.3427375,0,0,0,0,0,0,0,0,3.045995707,0,0,0,0,0,0,0,106.7966747,0,0,0,0,0,0,0,0,0,0,0,0,2783.275287,0,0,0,0,0,0,1.119776543,0,0,0,0,0,0,0,0,0,0,0.344291708,0,0,0,0,0
OK,1000-0208-124-G175,G175,DFO-P.3-70  AHC-13-1621,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,08-Apr-13,Spring,,,Y,Smolt,,Aquaculture,1000-0208-S-173,Yellow Island,Yellow Island,,,,,,~100g,P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G175,Mixed,NO,AvgCopy,,,6.592392669,0,0,,,,2.076409204,,0,,,,,20442.44945,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,0,,,,0,0,,,,0,0,,,,,,0
OK,1000-0208-124-G178,G178,DFO-P.3-45  AHC-13-1784,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,29-Apr-13,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-176,?,Kunechin or ? or ?,,,,,,"Pale gills; white focal lesions in liver, spleen, and kidney; Spleen enlarged",P016,ECVI,NSOG,VIS,ECVI,49.63139405,-123.7970366,1000-0208-124-G178,Mixed,NO,AvgCopy,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25096146,0,2.33231E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.7017254,0,0,0,1.257477792,0,59872.99542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G179,G179,DFO-P.3-44  AHC-13-1783,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,29-Apr-13,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-177,Grieg Seafood,Kunechin or ? or ?,,,,,,"Popeye, Granumola on kidney",P016,ECVI,NSOG,VIS,ECVI,49.63139405,-123.7970366,1000-0208-124-G179,Mixed,NO,AvgCopy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11794.11075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.324825537,0,0,0,5455.047592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G18,G18,DFO-P.3-69  AHC-12.262,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,25-Jun-12,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-13,Yellow Island,Yellow Island,,,,,,__,P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G18,Mixed,NO,AvgCopy,0,0,142.175411,0,0,0,578.622798,0,0,0,0,0,0,0,0,6.56231E+35,0,0,0,0,0,0,0.105793158,0,0,0,0,0,0,0,0,0,0,0,0,657.5166831,3.279146712,6.060979583,0,0,-999,0,2.488804202,15.39497463,0,0,0,0,0,0,0,0,44.17233829,0,687.6893248,0,0,1.045525894,0,0
OK,1000-0208-124-G180,G180,DFO-P.3-92  AHC-13-1787,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,29-Apr-13,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-177,Grieg Seafood,Kunechin or ? or ?,,,,,,__,P016,ECVI,NSOG,VIS,ECVI,49.63139405,-123.7970366,1000-0208-124-G180,Mixed,NO,AvgCopy,0,0,0,0,0,0,103.1632974,0,0,0,0,0,0,0,0,48070.32641,0,0,0,0,0,0,0,306355.1863,0.510144911,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,91.77023993,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G19,G19,DFO-P.3-99  AHC-12.2846,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,05-Jul-12,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-14,Grieg Seafood,Salten or Site 9,,,,,,"Mild BHM, coho, excess gill mucus",P016,ECVI,NSOG,VIS,ECVI,49.61649291,-123.8284507,1000-0208-124-G19,Mixed,NO,AvgCopy,0,2263.304632,0,0,0,0,393.6970255,0,0,0,0,0,0,0,0,2.83077E+25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258901692,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G191,G191,DFO-P.2-95  AHC-13-2372,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,06-Jun-13,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-184,Creative Salmon,Eagle Bay or McCalls,,,,,,"Yellow, bile-like fluid in cavity, pale liver",P024,WCVI,WCVI,WCVI,WCVI,49.12916112,-125.7126059,1000-0208-124-G191,Mixed,NO,AvgCopy,0,0,0,0,0,0,142.8567101,0,0,0,0,0,0,0,0,0.014033203,0,0,0,0,0,0,0,0,0.364461529,0,0,0,0,0,0,0,0,0,0,100.2246423,889.403733,0,10.43609775,0,8110.514695,0,0,0,0,0,0,0,0,0,0,0,0,0,50903.1392,0,0,0,0,0
OK,1000-0208-124-G195,G195,DFO-P.2-40  AHC-12-1645,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,19-Apr-12,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-6,Creative Salmon,Dawley Pass or Warne Island,,,,,,__,P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G195,Mixed,NO,AvgCopy,0,1.157257866,0,0,0,0,2184.746073,0,0,0,0,0,0,0,0,0.000165662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613.075798,6.803358441,0,0,0,0,0,40498.81556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G199,G199,DFO-P.2-41  AHC-12-1644,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,19-Apr-12,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-6,Creative Salmon,Dawley Pass or Warne Island,,,,,,Enlarged kidney,P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G199,Mixed,NO,AvgCopy,0,0,0,0,0,0,7761.814585,0,0,0,0,0,0.137435776,10.07099877,0,2.2222E+99,0,0,0,0,0,0,0,103305.8377,-999,0,0,0,0,0,0,0,0,0,0,122.1399249,2843.807255,0,0,0,0,0,271.6604447,55.29188632,0,0,0,0,0,0,0,0,0,0,94755.42321,0,0,0,0,0
OK,1000-0208-124-G20,G20,DFO-P.3-99  AHC-12.2846,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,05-Jul-12,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-14,Grieg Seafood,Salten or Site 9,,,,,,"Swim Bladder/fat/liver hemorrhaging, coho, excess gill mucus",P016,ECVI,NSOG,VIS,ECVI,49.61649291,-123.8284507,1000-0208-124-G20,Mixed,NO,AvgCopy,0,12764.57607,0,0,0,0,1613.875929,0,0,0,0,0,0,0,0,4.4686E+80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.92557084,0,0,0,18.00522395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G200,G200,DFO-P.2-41  AHC-12-1644,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,19-Apr-12,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-6,Creative Salmon,Dawley Pass or Warne Island,,,,,,Pale gills; clear yellow abdominal fluid,P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G200,Mixed,NO,AvgCopy,0,1.31076141,0,0,-999,0,560.8503311,0,0,0,0,0,0,0,0,1.1111E+99,0,0,0,0,0,0,0,3538.817243,0.652575331,0,0,0,0,0,0,0,0,0,0,0,605.1297423,0,0,0,0,0,1298.735709,0,0,0,262.1685267,0,0,0,0,0,0,0,6.761630297,0,0,0,0,0
OK,1000-0208-124-G209,G209,DFO-P.3-69  AHC-12.262,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,25-Jun-12,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-13,Yellow Island,Yellow Island,,,,,,All viscera yellow,P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G209,Mixed,NO,AvgCopy,0,0.215416144,2.395928518,0.272771349,0,0,1837.108729,0,0,0,0,0,0,0,0,3.59772E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.5397355,82219.42169,0,0,0,0.025989841,0,149.589444,0,0,0,0,0,0,0,0,0,1.112759009,0,23975.00253,0,0,4831.739283,0,0
OK,1000-0208-124-G210,G210,DFO-P.3-69  AHC-12.262,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,25-Jun-12,Summer,,,Y,Smolt,,Aquaculture,1000-0208-S-13,Yellow Island,Yellow Island,,,,,,pale gills; white foci on liver; spleen jelly-like,P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G210,Mixed,NO,AvgCopy,0,1.233372983,0.170831578,0,0.203594377,0,48758.98518,0,1.380855733,0,0,0,0,0,0,1.1111E+99,0,0.045996307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33530.96719,5.067773217,0,0,0,1691.304229,0,94241.99572,0,0,0,0,0,0,0,0,0,0,0,19.42074069,0,0,3811.209378,0,0
OK,1000-0208-124-G211,G211,DFO-P.3-99  AHC-12.2846,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,05-Jul-12,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-14,Grieg Seafood,Salten or Site 9,,,,,,"Furuncle like lesion on flank, coho, excess gill mucus",P016,ECVI,NSOG,VIS,ECVI,49.61649291,-123.8284507,1000-0208-124-G211,Mixed,NO,AvgCopy,0,1001.640112,0,,0,0,23.95790426,0,,0,0,0,0,0,0,0.001293614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205771815,0,0,0,0,4.950433385,0,-999,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G225,G225,DFO-P.3-120  AHC-12.3648,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,10-Sep-12,Fall,,,Y,Smolt,,Aquaculture,1000-0208-S-23,Yellow Island,Yellow Island,,,,,,"Anemic; VWF-kidney, pseudocapsule on heart/spleen, swollen kidney, spleen",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G225,Mixed,NO,AvgCopy,0,0,0,0,0,0,12262.38091,0,0,0,-999,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697696078,0.288572512,0,0,0,1.090843749,0,22549.79162,0,0,0,452.7036996,0,0,0,0,0,8.167547802,0,67069.37586,0,0,27.32546548,0,0
OK,1000-0208-124-G229,G229,DFO-P.2-91  AHC-12.3855,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,20-Sep-12,Fall,,,Y,Adult,,Aquaculture,1000-0208-S-26,Creative Salmon,Baxter or Eagle Bay,,,,,,"stomach filled with fluid (""Bloat"")",P024,WCVI,WCVI,WCVI,WCVI,49.13657419,-125.7874503,1000-0208-124-G229,Mixed,NO,AvgCopy,0,0,0,0,0,0,128.7263411,0,0,0,0,0,0,0,0,0.000823325,0,0,0,0,0,0,0,117.2225542,0,0,0,0,0,0,0,0,0,0,0,9.179222096,0.696496667,0,6020.313313,0,10.54035048,0,0,0,0,0,0,0,0,0,0,0,2.155269497,0,6.794638703,0,0,4.011694368,0,0
OK,1000-0208-124-G230,G230,DFO-P.2-92  AHC-12.3856,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,20-Sep-12,Fall,,,Y,Smolt,,Aquaculture,1000-0208-S-26,Creative Salmon,Baxter or Eagle Bay,,,,,,"BHM-maybe be congestions, esophages/pneumatic duct tissue in cassette C, bloated, pale liver",P024,WCVI,WCVI,WCVI,WCVI,49.13657419,-125.7874503,1000-0208-124-G230,Mixed,NO,AvgCopy,0,0,0,0,0,0,74755.72687,0,2.646682314,0,0,0,0,0,0,1.1111E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.198880555,0.025088289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393122661,0,1.163463453,0,0,0,0,0
