"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc","richness","rib"
"1140","1000-0070-118-7291",NA,"PARR","SW",2011,"5/19/11",139,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Spring",110,NA,NA,NA,"U","VIS","ECVI",49.38266667,0,"Brain","0","AvgCopy",7946182.934,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,599.5268503,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,1,6.15622458555784e-06
"1141","1000-0070-118-7289",NA,"PARR","SW",2011,"5/19/11",139,NA,"Thompson N","North Thompson","North Thompson","Thompson","Fraser","Spring",105,NA,NA,NA,"U","VIS","ECVI",49.38266667,0,"Brain","0","AvgCopy",758158.3394,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0.824704085,0,0,0,0,0,NA,NA,24190.2323,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,0.000253908768057845
"1167","1000-0070-118-7311",NA,"PARR","SW",2011,"5/20/11",140,NA,"Sakinaw","South Coast","South Coast","South Coast","South Coast","Spring",126,14,NA,NA,"F","VIS","ECVI",49.66916667,0,"Brain","0","AvgCopy",38969.07431,0,0,NA,NA,NA,0,NA,2.405386168,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,1665073.224,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,0.0170983666864566
"1168","1000-0067-118-4428",NA,"PARR","SW",2010,"5/21/10",141,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Spring",104,9.85,NA,NA,"U","VIS","ECVI",49.80163333,0,"Brain","0","AvgCopy",1.160985428,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,134651.7188,0,0,0,0,NA,0,0,NA,0,0,0,26.33116641,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,0.00143339552452866
"1169","1000-0067-118-4427",NA,"PARR","SW",2010,"5/21/10",141,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Spring",112,11.62,NA,NA,"U","VIS","ECVI",49.80163333,0,"Brain","0","AvgCopy",0.011555719,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,75.60593639,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,1,7.76357429505173e-07
"1170","1000-0067-118-4423",NA,"PARR","SW",2010,"5/21/10",141,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Spring",110,12.11,NA,NA,"U","VIS","ECVI",49.80163333,0,"Brain","0","AvgCopy",0.043492182,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,621.7429135,0,0,0,0,NA,0,0,NA,0,0.409220624,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,6.38925034441198e-06
"1176","1000-0101-118-B3574",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",80,NA,NA,NA,"U","VIN","ECVI",50.12978333,0,"Mixed","NO","AvgCopy",1.6e+20,0,0,NA,NA,NA,NA,NA,244.6829051,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,55.32957441,NA,0,0,0,NA,NA,0,NA,93.23496537,0,0,47.07881279,0,NA,0,0,0,987.1827406,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.00127301992399565
"1177","1000-0101-118-B3581",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",92,NA,NA,NA,"U","VIN","ECVI",50.1442,0,"Mixed","NO","AvgCopy",0.001821319,0,0,NA,NA,NA,NA,NA,61409.6113,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,685.9428804,NA,0,0,0,NA,NA,0,NA,2.044335029,0,0,66.27175336,0,NA,0,0,0,11883.31396,NA,0,NA,NA,0,NA,0,3.126188032,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.0296916865097181
"1178","1000-0101-118-B3591",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",94,NA,NA,NA,"U","VIN","ECVI",50.14025,0,"Mixed","NO","AvgCopy",235254.0314,0,0,NA,NA,NA,NA,NA,3557.721012,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,451.6529094,NA,0,0,0,NA,NA,0,NA,10.43433295,8.55878703,0,12.97099303,0,NA,0,0,0,1099.475056,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.00215227175933277
"1179","1000-0101-118-B3580",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",97,NA,NA,NA,"U","VIN","ECVI",50.1442,0,"Mixed","NO","AvgCopy",0.001761388,0,0,NA,NA,NA,NA,NA,27076.35716,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,10.8567392,0,0,50.20705365,0,NA,0,0,0,1206.634584,NA,0,NA,NA,0,NA,0,11.24998153,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.0112907083146973
"1180","1000-0101-118-B3573",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",98,NA,NA,NA,"U","VIN","ECVI",50.12978333,0,"Mixed","NO","AvgCopy",44965701.4,0,0,NA,NA,NA,NA,NA,14449.1298,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,27473.87396,NA,0,0,0,NA,NA,0,NA,0.788535503,0,0,20.34235886,0,NA,0,0,0,147.4419054,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.00414415595666541
"1181","1000-0101-118-B3582",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",103,NA,NA,NA,"U","VIN","ECVI",50.1442,0,"Mixed","NO","AvgCopy",0.009469615,0,0,NA,NA,NA,NA,NA,2125.231517,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,312.2214296,NA,0,0,0,NA,NA,0,NA,1.220084678,103.5071088,0,288.9058807,0,NA,0,0,0,6039.995674,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.00779453158382695
"1182","1000-0101-118-B3577",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",105,NA,NA,NA,"U","VIN","ECVI",50.1442,0,"Mixed","NO","AvgCopy",1.592800591,0,0,NA,NA,NA,NA,NA,1182.332643,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,24.00643236,NA,0,0,0,NA,NA,0,NA,0,0,0,239.2717788,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000760636702703909
"1183","1000-0101-118-B3576",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",115,NA,NA,NA,"U","VIN","ECVI",50.1442,0,"Mixed","NO","AvgCopy",0.047814331,0,0,NA,NA,NA,NA,NA,25422.58339,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,708.4006712,NA,0,0,0,NA,NA,0,NA,0,0,0,47.0102945,0,NA,0,0,0,1127.946215,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00778630178079936
"1184","1000-0101-118-B3572",0,"MGL","SW",2013,"5/22/13",142,1709,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",93,NA,NA,NA,"U","VIN","ECVI",50.12978333,0,"Mixed","NO","AvgCopy",2.94e+18,0,0,NA,NA,NA,NA,NA,14423.11221,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,18.83491609,0,0,6.82855332,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00367093430158498
"1185","1000-0101-118-B3578",0,"MGL","SW",2013,"5/22/13",142,1709,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",103,NA,NA,NA,"U","VIN","ECVI",50.1442,0,"Mixed","NO","AvgCopy",0.883448877,0,0,NA,NA,NA,NA,NA,986.7570332,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,90.21769071,0,12.14603957,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00027437396274917
"1186","1000-0101-118-B3575",0,"MGL","SW",2013,"5/22/13",142,1709,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",109,NA,NA,NA,"U","VIN","ECVI",50.12978333,0,"Mixed","NO","AvgCopy",756.2535543,0,0,NA,NA,NA,NA,NA,6588.021398,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,160.0298925,NA,0,0,0,NA,NA,0,NA,0,0,0,15.95422529,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00170077910882708
"1220","1000-0101-118-B3605",0,"MGL","SW",2013,"5/23/13",143,1710,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Spring",100,NA,NA,NA,"U","VIN","ECVI",50.26986667,0,"Mixed","NO","AvgCopy",965245340,0,0,NA,NA,NA,NA,NA,3545.208177,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,42988.31003,NA,0,0,0,NA,NA,0,NA,204.6033662,0,0,16.07936335,0,NA,0,0,0,5410.489156,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,2.625042584,0,0,0,0,0,6,0.0108734916942111
"1221","1000-0101-118-B3603",0,"MGL","SW",2013,"5/23/13",143,1710,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Spring",151,NA,NA,NA,"U","VIN","ECVI",50.26986667,0,"Mixed","NO","AvgCopy",2982120208,0,0,NA,NA,NA,NA,NA,14520.7797,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,960.2963294,NA,0,0,0,NA,NA,0,NA,0,0,0,63.27017203,0,NA,0,0,0,4616.808872,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00892654333116361
"1222","1000-0101-118-B3602",0,"MGL","SW",2013,"5/23/13",143,1710,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",140,NA,NA,NA,"U","VIN","ECVI",50.26986667,0,"Mixed","NO","AvgCopy",606313978.9,0,0,NA,NA,NA,NA,NA,0,0.124597307,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,242.9737814,NA,0,0,0,NA,NA,0,NA,0,2101.423848,0,5.389628185,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,3.86763341661365e-05
"1223","1000-0101-118-B3604",0,"MGL","SW",2013,"5/23/13",143,1710,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",156,NA,NA,NA,"U","VIN","ECVI",50.26986667,0,"Mixed","NO","AvgCopy",39694455882,0,0,NA,NA,NA,NA,NA,123.2567325,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,35.22464485,NA,0,0,0,NA,NA,0,NA,0,0,0,94.86259727,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,19.55358673,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00542256719354422
"1224","1000-0101-118-B2557",0,"MGL","SW",2013,"5/23/13",143,1710,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",NA,NA,NA,NA,"0","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",282.0350921,0,0,NA,NA,NA,NA,NA,1002.3591,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,65937.62744,NA,0,0,0,NA,NA,0,NA,0,0,0,62.97285678,0,NA,0,0,0,6.429625822,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00105937030182144
"1225","1000-0101-118-B2558",0,"MGL","SW",2013,"5/23/13",143,1710,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",NA,NA,NA,NA,"0","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",0.966746305,0,0,NA,NA,NA,NA,NA,205.5117768,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,1.243767252,NA,0,0,0,NA,NA,0,NA,0,0,0,14.75756896,0,NA,0,0,0,7.374082771,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,8.86628997386029e-05
"1226","1000-0101-118-B3600",0,"MGL","SW",2013,"5/23/13",143,1710,"Chilliw lake","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Spring",142,NA,NA,NA,"U","VIN","ECVI",50.26986667,0,"Mixed","NO","AvgCopy",18931105496,0,0,NA,NA,NA,NA,NA,54756.6398,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,5.760632253,NA,0,0,0,NA,NA,0,NA,0,0,0,72.0959496,0,NA,0,0,0,56.4861516,NA,0,NA,NA,0,NA,0,1.140383495,NA,NA,0,0,0,0,NA,2.110926995,0,0,0,0,0,6,0.0171466127042372
"1227","1000-0101-118-B3592",0,"MGL","SW",2013,"5/23/13",143,1710,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",111,NA,NA,NA,"U","VIN","ECVI",50.1863,0,"Mixed","NO","AvgCopy",7.62e+12,0,0,NA,NA,NA,NA,NA,411.5538233,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,626.7922568,NA,0,0,0,NA,NA,0,NA,471.9989869,0,0.861967751,25.26911582,0,NA,0,0,0,730.9581803,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.00109895570442419
"1228","1000-0101-118-B2542",0,"MGL","SW",2013,"5/23/13",143,1710,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",NA,NA,NA,NA,"0","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",1716.939124,0,0,NA,NA,NA,NA,NA,253.2343786,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,10.60528787,0,0,39.59659426,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000143322638280156
"1229","1000-0101-118-B2553",0,"MGL","SW",2013,"5/23/13",143,1710,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",NA,NA,NA,NA,"0","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",7.463951377,0,0,NA,NA,NA,NA,NA,198.0843274,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,28.93059103,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.000105900387651309
"1230","1000-0101-118-B2559",0,"MGL","SW",2013,"5/23/13",143,1710,"Sakinaw","South Coast","South Coast","South Coast","South Coast","Spring",NA,NA,NA,NA,"0","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",554756.9364,0,0,NA,NA,NA,NA,NA,302925.3379,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,276965.3573,NA,0,0,0,NA,NA,0,NA,0,0,0,4.197284432,0,NA,0,0,0,0.157739381,NA,0,NA,NA,0,NA,0,66.82251489,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.0973659709578096
"1231","1000-0101-118-B4946",0,"MGL","SW",2013,"5/23/13",143,1710,"Sakinaw","South Coast","South Coast","South Coast","South Coast","Spring",NA,NA,NA,NA,"0","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",92749.09316,0,0,NA,NA,NA,NA,NA,3295.472625,0,NA,NA,0,NA,1.317245205,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,113905.5472,NA,0,0,NA,NA,NA,0,NA,0,0,0,9.237596903,0,NA,0,0,0,61.80214075,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.00209239472201039
"1232","1000-0101-118-B3616",0,"MGL","SW",2013,"5/23/13",143,1710,"LakeWashington","US","US","US","US","Spring",NA,NA,NA,NA,"U","VIN","ECVI",50.28818333,0,"Mixed","NO","AvgCopy",8.01e-05,0,0,NA,NA,NA,NA,NA,19916.40722,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,1.328926217,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.00504633871721232
"1253","2015-0032-118-E5518",0,"SOG","SW",2015,"5/25/15",145,2442,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Spring",100,9,0.9,0,"M","VIN","ECVI",50.30486667,0,"Mixed","NO","AvgCopy",3079424.51,0,0,NA,NA,NA,NA,NA,25.161448,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,271.6072313,NA,0,0,0,NA,NA,0,NA,0,1717.284417,0,68.73183328,0,NA,0,0,0,0.754699812,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,1.198548296,0,0,0,0,0,6,0.00173818988435846
