"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","arena1","arena2","ascv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","ic_hof","ic_mul","ihnv","ku_thy","lo_sal","mo_vis","my_arc","my_ins","na_sal","ne_per","nu_sal","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","prv","pspv","re_sal","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","ver","vhsv","vi_sal","ye_ruc","season2","Date2","jd","ocean_yr","jd2","mo_yr"
"60","1000-0167-118-A0007",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",96,7.8,0.881618924,-3.054719096,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",1957.810309,NA,NA,NA,1240.021432,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"61","1000-0167-118-A0026",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",96,7.8,0.881618924,-3.054719096,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",2055.416339,NA,NA,NA,375.5677551,0,NA,0,NA,0,0,0,0,0.349485514,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"62","1000-0167-118-A0006",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",99,8,0.824488122,-3.083815597,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",21749.965,NA,NA,NA,21.27974626,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1081.347916,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"63","1000-0167-118-A0009",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",100,8,0.8,-3.096910013,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",560.1945027,NA,NA,NA,3598.829115,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1.544080095,0,0.379658288,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"64","1000-0167-118-A0062",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",97,8.1,0.887502972,-3.051830184,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",242262133.2,0,0,0,308.134355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"65","1000-0167-118-A0039",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,8.4,0.746756941,-3.126820732,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.035200634,NA,NA,NA,23.88978299,0,NA,0,NA,0,0,0,0,0,0,0,0,0,115.7735337,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"66","1000-0167-118-A0033",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",98,8.5,0.903110099,-3.044259301,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",15754282.65,NA,NA,NA,1628.823344,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"67","1000-0167-118-A0022",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",106,9.6,0.806034512,-3.093646363,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",14533237.79,NA,NA,NA,3169.809511,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"68","1000-0167-118-A0059",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10,0.888996359,-3.051100018,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",2767.384139,NA,NA,NA,114.5855203,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"69","1000-0167-118-A0065",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10.2,0.906776286,-3.042499846,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.060390027,NA,NA,NA,27.29390985,0,NA,0,NA,0,0,0,0,0.473288079,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"70","1000-0167-118-A0069",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10.4,0.924556213,-3.034066679,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.010087942,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-03 02:56:56,"094",2011,"459","0012-04"
"71","1000-0055-118-G5509",0,"LFS","FW",2015,"4/5/15",95,2392,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",110,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.36e-07,NA,NA,NA,7379.190387,0,NA,0,NA,0,0,0,0,0,0,0,0,0,44612.0842,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"72","1000-0055-118-G5507",0,"LFS","FW",2015,"4/5/15",95,2392,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",83,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.2e-06,NA,NA,NA,4606.195571,0,NA,0,NA,53595.25463,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,680.3298773,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"73","1000-0055-118-G5508",0,"LFS","FW",2015,"4/5/15",95,2392,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",91,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.23e-17,NA,NA,NA,0,0,NA,0,NA,0.53269557,0,53.47879793,0,72.69930407,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.108994602,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"74","1000-0055-118-G5352",0,"LFS","FW",2015,"4/5/15",95,2392,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",92,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.031624276,NA,NA,NA,54.94609819,0,NA,0,NA,0,0,0,0,353.3989086,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"75","1000-0055-118-G5353",0,"LFS","FW",2015,"4/5/15",95,2392,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",80,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",679.5246208,NA,NA,NA,14.88462064,0,NA,0,NA,0,0,0,0,0.024019047,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"76","1000-0055-118-G5360",0,"LFS","FW",2015,"4/5/15",95,2392,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",88,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",87.00858508,NA,NA,NA,341.7518482,0,NA,0,NA,0,0,34.97662546,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"77","1000-0055-118-G5500",0,"LFS","FW",2015,"4/5/15",95,2392,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",83,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",8.35e-13,NA,NA,NA,1086.955649,0,NA,0,NA,0,0,0.066019892,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"78","1000-0055-118-G5501",0,"LFS","FW",2015,"4/5/15",95,2392,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",85,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.76e-12,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"79","1000-0055-118-G5351",0,"LFS","FW",2015,"4/5/15",95,2392,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",90,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",217.5018697,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"80","1000-0055-118-G5356",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",74,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",35049267.57,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,4.083857755,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"81","1000-0055-118-G5354",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",76,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2.295445567,NA,NA,NA,1453.385752,0,NA,0,NA,0,0,0,0,0.899736186,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"82","1000-0055-118-G5359",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",79,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2.95e-06,NA,NA,NA,0.566440428,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.18685402,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"83","1000-0055-118-G5506",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",80,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.28e-13,NA,NA,NA,0,0,NA,0,NA,0,0,3.077763309,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5.943623989,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"84","1000-0055-118-G5355",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",82,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.201092592,NA,NA,NA,740.2879689,0.368910455,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.11321536,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"85","1000-0055-118-G5505",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",83,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.1e-11,NA,NA,NA,6.902637447,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.075125685,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"86","1000-0055-118-G5503",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",84,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.31e-06,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3.097223563,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"87","1000-0055-118-G5502",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",85,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.1e-11,NA,NA,NA,7214.221947,0,NA,0,NA,0,0,0,0,3.588449177,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.126404397,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
"88","1000-0055-118-G5357",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",86,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",971.1571264,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,6.345658968,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-05 02:56:56,"095",2014,"460","0015-04"
