"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc","richness","rib"
"53","1000-0055-118-G5503",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",84,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.31e-06,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,3.097223563,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.00275095104446826
"54","1000-0055-118-G5502",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",85,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.1e-11,0,0,NA,NA,NA,NA,NA,7214.221947,0,NA,NA,0,NA,0,0,0,0,NA,0,3.588449177,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0.126404397,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00850110706311688
"55","1000-0055-118-G5504",0,"LFS","FW",2015,"4/5/15",95,2392,"Raft","Raft","Thompson","Thompson","Thompson","Spring",95,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",3.95e-08,0,0,NA,NA,NA,NA,NA,893.7085903,0,NA,NA,0,NA,0,0,0,0,NA,0,0.051043909,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.00100895059266832
"56","1000-0055-118-G5516",0,"LFS","FW",2015,"4/9/15",99,2396,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",84,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0
"57","1000-0055-118-G5513",0,"LFS","FW",2015,"4/9/15",99,2396,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",97,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.6e-15,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,2.7893844,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.000214579896377255
"58","1000-0055-118-G5518",0,"LFS","FW",2015,"4/9/15",99,2396,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",79,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.81e-09,0,0,NA,NA,NA,NA,NA,19814.25507,0,NA,NA,0,NA,0,0,14.0593117,0,NA,0,3.274618288,NA,0,0,0,0,0,0,NA,0,0.68282931,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,1.591207365,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.0239502670990414
"59","1000-0055-118-G5510",0,"LFS","FW",2015,"4/9/15",99,2396,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",86,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",2.2e-11,0,0,NA,NA,NA,NA,NA,262.9401402,0,NA,NA,0,NA,0,0,40.15760061,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,1.332930329,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00148762127862731
"60","1000-0055-118-G5511",0,"LFS","FW",2015,"4/9/15",99,2396,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",85,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.61e-07,0,0,NA,NA,NA,NA,NA,20827.35978,0,NA,NA,0,NA,0,0,0,0,NA,0,0.511978161,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0.396299846,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.0238128771909039
"61","1000-0055-118-G5514",0,"LFS","FW",2015,"4/9/15",99,2396,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",91,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.08e-10,0,0,NA,NA,NA,NA,NA,240.2285949,0.397429078,NA,NA,0,NA,0,0,14.19708572,0,NA,0,1.977675479,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00384703066706207
"62","1000-0055-118-G5515",0,"LFS","FW",2015,"4/9/15",99,2396,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",85,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.04e-12,0,0,NA,NA,NA,NA,NA,19.42192227,0,NA,NA,0,NA,0,0,17.68971842,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,223.5698799,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,3.65089189483834e-05
"63","1000-0055-118-G5517",0,"LFS","FW",2015,"4/9/15",99,2396,"Raft","Raft","Thompson","Thompson","Thompson","Spring",73,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.25e-10,0,0,NA,NA,NA,NA,NA,183.9652235,0,NA,NA,0,NA,0,0,20.51209234,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,706.4048392,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000246155449354847
"64","1000-0055-118-G5520",0,"LFS","FW",2015,"4/9/15",99,2396,"Raft","Raft","Thompson","Thompson","Thompson","Spring",78,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",9.67e-08,0,0,NA,NA,NA,NA,NA,1238.41079,0,NA,NA,0,NA,0,0,50.6436701,0,NA,0,0.885356332,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,126.4760912,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.11380683159119
"65","1000-0055-118-G5519",0,"LFS","FW",2015,"4/9/15",99,2396,"Raft","Raft","Thompson","Thompson","Thompson","Spring",79,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",4.8e-10,0,0,NA,NA,NA,NA,NA,1426.07285,0,NA,NA,0,NA,0,0,8.436123803,0,NA,0,9.3640172,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,10.42680715,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00236192345335571
"66","1000-0055-118-G5512",0,"LFS","FW",2015,"4/9/15",99,2396,"Raft","Raft","Thompson","Thompson","Thompson","Spring",82,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.82e-12,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,116.0465036,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,26.1317751,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,2.44869692645003e-05
"67","1000-0055-118-G5534",0,"LFS","FW",2015,"4/13/15",103,2400,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",84,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.46e-11,0,0,NA,NA,NA,NA,NA,9.636136572,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,9.035954574,NA,0,NA,NA,8.62990938,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00767922231802158
"68","1000-0055-118-G5536",0,"LFS","FW",2015,"4/13/15",103,2400,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",87,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",2.24e-16,0,0,NA,NA,NA,NA,NA,54.27210922,0,NA,NA,0,NA,0,0,5005104.442,0,NA,0,8436.437857,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,5.036796508,NA,0,NA,NA,0.058736721,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,1.64910769163376
"69","1000-0055-118-G5535",0,"LFS","FW",2015,"4/13/15",103,2400,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",89,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",4.27e-10,0,0,NA,NA,NA,NA,NA,1029.130482,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,2.411354156,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.00115819614284707
"70","1000-0055-118-G5522",0,"LFS","FW",2015,"4/13/15",103,2400,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",80,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.41e-10,0,0,NA,NA,NA,NA,NA,3.603477603,0,NA,NA,0,NA,0,0,0,0,NA,0,0.433717153,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,3.74170094558608e-05
"71","1000-0055-118-G5527",0,"LFS","FW",2015,"4/13/15",103,2400,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",85,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",3.43e-08,0,0,NA,NA,NA,NA,NA,1344.488939,0,NA,NA,0,NA,0,0,0,0,NA,0,20.53957192,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,10.18772813,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.0121407358916836
"72","1000-0055-118-G5521",0,"LFS","FW",2015,"4/13/15",103,2400,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Spring",105,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",2.27e-15,0,0,NA,NA,NA,NA,NA,3373.738797,0,NA,NA,0,NA,0,0,0,0,NA,0,5.583178439,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0.043708275,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.00426227344701962
"73","1000-0055-118-G5523",0,"LFS","FW",2015,"4/13/15",103,2400,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",76,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",4.65e-13,0,0,NA,NA,NA,NA,NA,2295.50261,0,NA,NA,0,NA,0,0,0,0,NA,0,0.248157389,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,21.54386645,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.0217357494696612
"74","1000-0055-118-G5532",0,"LFS","FW",2015,"4/13/15",103,2400,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",77,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",4.13e-13,0,0,NA,NA,NA,NA,NA,11623.7817,0,NA,NA,0,NA,0,0,28.19707956,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,53.38695436,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.0132625205208872
"75","1000-0055-118-G5530",0,"LFS","FW",2015,"4/13/15",103,2400,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",84,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.27e-14,0,0,NA,NA,NA,NA,NA,8309.406405,0,NA,NA,0,NA,0.111705627,0,214.2956904,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.0093886904771974
"76","1000-0055-118-G5528",0,"LFS","FW",2015,"4/13/15",103,2400,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",98,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",1.35e-11,0,0,NA,NA,NA,NA,NA,536.7834813,0,NA,NA,0,NA,0,0,0,0,NA,0,0.878306891,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.000671208026533115
"77","1000-0055-118-G5533",0,"LFS","FW",2015,"4/13/15",103,2400,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",86,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",4.96e-12,0,0,NA,NA,NA,NA,NA,245.3074034,0,NA,NA,0,NA,0,0,16.03570389,0,NA,0,0.400296499,NA,0,0,0,0,0,0,NA,0,135076.6177,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,27963.64976,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.0172756890226667
"78","1000-0055-118-G5525",0,"LFS","FW",2015,"4/13/15",103,2400,"Raft","Raft","Thompson","Thompson","Thompson","Spring",67,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",6.12e-16,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,15.2178883,0,NA,0,0.221872328,NA,0,0,0,0,0,0,NA,0,34.79747334,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,2.18414019680853e-05
"79","1000-0055-118-G5537",0,"LFS","FW",2015,"4/13/15",103,2400,"Raft","Raft","Thompson","Thompson","Thompson","Spring",74,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",8.93e-14,0,0,NA,NA,NA,NA,NA,2.353034478,0,NA,NA,0,NA,0,0,3957.621001,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,3.612518592,NA,0,NA,NA,52.00368275,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.046984307757548
"80","1000-0055-118-G5531",0,"LFS","FW",2015,"4/13/15",103,2400,"Raft","Raft","Thompson","Thompson","Thompson","Spring",76,NA,NA,NA,"0","FW","FW",49.1329,0,"Mixed","NO","AvgCopy",8.7e-09,0,0,NA,NA,NA,NA,NA,17618.40807,0,NA,NA,0,NA,0,0,148.2082127,0,NA,0,1.995325749,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0.056114004,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.020045805088982
