"","agent","mean.sw","sd.sw","median.sw","lci.sw","mlci.sw","clci.sw","cuci.sw","muci.sw","uci.sw","pathogen.sw","season.sw","path_pp.sw","sst_pp.sw","plot.agent.x","mean.fw","sd.fw","median.fw","lci.fw","mlci.fw","clci.fw","cuci.fw","muci.fw","uci.fw","pathogen.fw","season.fw","path_pp.fw","temp.pp","plot.agent.fw","lwr.sw","midlwr.sw","mid.sw","midupp.sw","upp.sw","SW_prev","lwr.fw","midlwr.fw","mid.fw","midupp.fw","upp.fw","FW_prev","prop0.sw","prop0.fw","plot.agent.y"
"11","my_arc",0.00953446213541681,0.00866701416166754,0.00831163686532357,-0.00375210431158336,0.00403834435609885,0.00656733863720272,0.0102053459867499,0.0136786980823147,0.0244269456748298,"my_arc","SpSu","0.0619666666666667","0.997633333333333","M. arcticus",0.00948173612202031,0.00870849599256387,0.00814665641432226,-0.00373404629979348,0.00368378386912282,0.00642099258261707,0.0101466118826365,0.0139890874799202,0.0245758752304196,"my_arc","SpSu","0.0621333333333333","0.9974","M. arcticus",-0.453642594105628,-0.240449217299931,-0.141135215231318,-0.0387165965183654,0.158207737767873,65,-0.539422240167808,-0.195125511869543,-0.0301551996069482,0.141026623430531,0.47200143987096,59,0.825,0.544,"M. arcticus"
"12","pa_kab",0.0129795784276557,0.0126746359528481,0.011541925173177,-0.006990086888236,0.00475947187873924,0.00880566863286556,0.0141629447815668,0.0192118199749,0.0349124103205088,"pa_kab","SpSu","0.0953666666666667","0.998566666666667","P. kabatai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144699210068078,0.120924150942858,0.245428122891516,0.374564410781919,0.619863496316258,23,NA,NA,NA,NA,NA,1,0.103,NA,"P. kabatai"
"13","pa_min",0.0016920800132921,0.00683352199330285,0.00174272561150127,-0.0144746008394253,-7.40654255056202e-05,0.00103459773680453,0.00259320352813674,0.00444542845387588,0.0114829569800313,"pa_min","SpSu","0.256833333333333","0.9976","P. minibicornis",0.00171132338271462,0.00697793793342743,0.00167139857170784,-0.013961988854635,-0.000110589444787882,0.000945008675126296,0.00255494500999015,0.00438484363317152,0.0112205555425949,"pa_min","SpSu","0.260333333333333","0.9974","P. minibicornis",-0.235689410238908,0.0338844397767044,0.158422549120933,0.275388980889805,0.524625534393072,56,-0.46299892739008,-0.0675002828279138,0.108997280810214,0.280961318766918,0.655830649225834,12,0.174,0.346,"P. minibicornis"
"14","pa_pse",0.00652072492127076,0.0153884266561916,0.00662810016435506,-0.0263576471477738,-0.000348591301672779,0.00398177555315963,0.00945007524780169,0.014737417097475,0.0291300541714157,"pa_pse","SpSu","0.2603","0.9971","P. pseudobranchicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.357626749963636,-0.1305305435024,-0.0196586599893897,0.0882289622958442,0.311348058037986,12,-0.609149005155425,-0.188200763566854,-0.00388810213049863,0.180594114246937,0.607689092188701,1,0.558,0.506,"P. pseudobranchicola"
"15","pa_ther",0.00866238987007852,0.0117003066834103,0.00699115631226009,-0.0107656251708628,0.00132447430861055,0.00468507818652248,0.00956873508812482,0.0144315769957742,0.0295016540470217,"pa_ther","SpSu","0.193666666666667","0.9983","P. theridion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.311152717677259,-0.0711639918406897,0.0529621269288806,0.179015154530552,0.413458426206107,75,-0.737014706653291,-0.280681050322066,-0.104595473318258,0.0718336396326469,0.49476564562881,1,0.378,0.6625,"P. theridion"
"16","prv",-0.021979635391806,0.242505354448855,-0.0187016324657209,-0.443652984165986,-0.0716161143411898,-0.0370473285950572,-0.00209569388408184,0.0292339671310827,0.20205165906357,"prv","SpSu","0.611633333333333","0.9984","PRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.685580656743154,-0.181821213575485,-0.00731459123703452,0.15515689822563,0.63907389908367,1,NA,NA,NA,NA,NA,0,0.5,NA,"PRV"
"17","pspv",-0.00716882835394695,0.0148951659612117,-0.00505706042665149,-0.0402440822719112,-0.0137955194972915,-0.0078863996010473,-0.00257752484792959,0.000640842832580996,0.0112226676932957,"pspv","SpSu","0.721366666666667","0.997766666666667","PSPV",-0.00708706096649355,0.0138459988437879,-0.00483427208930992,-0.0395347872470831,-0.0135634162774367,-0.00768530180643229,-0.00259034601340686,0.000710985929506495,0.0112335679845092,"pspv","SpSu","0.719733333333333","0.998233333333333","PSPV",-0.106087457166777,0.0706503204975943,0.165111332539572,0.262468901342802,0.466580442666201,53,-0.778209689591972,-0.377373701007193,-0.185996624766002,-0.0114719743557665,0.362712997788522,51,0.113,0.7645,"PSPV"
"18","rib",0.023052352317709,0.0379867080486931,0.0218970133304095,-0.0512223068802596,5.69163582061173e-05,0.013780823735101,0.0306001514939275,0.0450415927810343,0.085228723552513,"rib","SpSu","0.2495","0.9978","RIB",0.0223389876321674,0.0376051482431383,0.0208860362056034,-0.0510099978327374,3.01052243963188e-05,0.0127490827055768,0.028895131432271,0.0442027274318283,0.084314046505853,"rib","SpSu","0.2498","0.9981","RIB",-0.414872535266941,-0.219741282185653,-0.131343429672652,-0.0449485116216463,0.155325681855115,99,-0.458855367825848,-0.208996537429824,-0.0845339333608098,0.0394148344554516,0.291026037015554,96,0.8405,0.6795,"RIB"
"19","richness",0.0321722458517098,0.0252848748871031,0.028510279317257,-0.00459580177704113,0.013561617687678,0.0222981012187577,0.0351751716029498,0.047054538146306,0.0771736490938143,"richness","SpSu","0.0409333333333333","0.998566666666667","Richness",0.033385873501568,0.024745252485549,0.030794466115117,-0.00491410537810431,0.0154320420604772,0.0247732934086292,0.0364084375495819,0.0475305668401512,0.0794239588144218,"richness","SpSu","0.0387","0.998666666666667","Richness",-0.354918042148723,-0.200940825974443,-0.115981063346167,-0.0285259432700654,0.144368587267277,99,-0.49556468474906,-0.257320352474186,-0.148332634871827,-0.0369406289179228,0.188972042853561,96,0.8115,0.826,"Richness"
"20","rlo",0.0295548113285689,0.0303295118856954,0.030174542138732,-0.0329749485996387,0.0132144261874877,0.0240417383513036,0.0360924835960283,0.046630491986856,0.0754039397494616,"rlo","SpSu","0.125066666666667","0.9982","RLO",0.0303965488338119,0.0296280694409184,0.0306577255039644,-0.0312646444954243,0.0141947624199373,0.0246909918180879,0.0369012877266297,0.0473951537112432,0.0753452072714376,"rlo","SpSu","0.117466666666667","0.997566666666667","RLO",-0.411161132237701,-0.162959076223679,-0.0448702964341973,0.0726081265277207,0.3532538665283,2,-0.798642747636598,-0.401558151742871,-0.229290722132981,-0.0579635160936607,0.277264346934155,8,0.591,0.813,"RLO"
"21","sch",0.000216212308811676,0.0108391030071902,0.000385533367158278,-0.0218132039866429,-0.00514814388174714,-0.00164944481729727,0.00218024785076365,0.0054225197887757,0.0167623405286549,"sch","SpSu","0.479033333333333","0.997866666666667","Ca. S. salmonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.255574000547135,-0.0510686933188441,0.0512053240353362,0.1522299725424,0.355486468920674,19,-1.26801266034011,-0.327045905094247,0.000769332506818372,0.25426346105405,0.865709028221146,0,0.3795,0.5105,"Ca. S. salmonis"
"22","sp_des",0.0102010127118642,0.034403919538055,0.0081930770657756,-0.0518714792801432,-0.0068573488262787,0.00274510222224902,0.0141693837132825,0.0256730501333505,0.0626738361967991,"sp_des","SpSu","0.3515","0.9978","S. destruens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.177192816833282,0.0802442869766349,0.193221439048329,0.309506669879022,0.628217334430381,2,-0.467604502262733,-0.134563965886116,0.0336263265656586,0.199748673302794,0.571147226590898,3,0.123,0.45,"S. destruens"
"23","te_bry",-0.0343984504936794,0.0616252451815842,-0.0289081296264927,-0.170128109322325,-0.0568274988360574,-0.0376433545869235,-0.0205079656336555,-0.00693412015777433,0.0424955369376935,"te_bry","SpSu","0.816333333333333","0.998066666666667","T. bryosalmonae",-0.0368889323761715,0.110113467978142,-0.0307827295890295,-0.217094657746651,-0.0607998194311615,-0.0404236997715081,-0.0219649365558046,-0.00738321137943145,0.0552636629006946,"te_bry","SpSu","0.813266666666667","0.9976","T. bryosalmonae",-0.475450744509286,-0.298504704434988,-0.208057784082576,-0.114328193218299,0.0870758118647402,2,-0.235810227076706,0.105011657657329,0.255078796382068,0.410582098099414,0.753414302082344,3,0.9225,0.1375,"T. bryosalmonae"
"24","te_mar",0.00833144251050634,0.0397918473063215,0.0062784420857876,-0.0678124606397294,-0.0107210989827931,0.000407918537379943,0.0127722298248381,0.0259067340630276,0.0706713622372149,"te_mar","SpSu","0.393233333333333","0.9807","T. maritinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.459707323672868,-0.222770537117851,-0.106820431106781,0.0123590928182853,0.232079189803091,2,NA,NA,NA,NA,NA,0,0.728,NA,"T. maritinum"
"25","ven",-0.0035297018214367,0.0122157353360406,-0.00315787040162157,-0.028783822368969,-0.010127876945635,-0.00564523388951446,-0.00082003128897532,0.00306021632658652,0.0157374254307571,"ven","SpSu","0.6371","0.997466666666667","ENV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225936494646926,0.0324009833035308,0.155028514031756,0.280954227568844,0.582263585414404,18,NA,NA,NA,NA,NA,0,0.1835,NA,"ENV"
