"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc","richness","rib"
"13631","1000-0167-118-A0022",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",106,9.6,0.806034512,-3.093646363,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",14533237.79,0,0,NA,0,NA,NA,NA,3169.809511,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.00356462320955135
"13641","1000-0167-118-A0023",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",94,6.5,0.782581894,-3.106470204,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",6e+12,0,0,0,0,0,NA,NA,1001.13996,0,0,0,0,0,0,0,0,0,NA,0,0.394413599,0,0,0,0,0,0,0,0,0,1.169973875,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00115618828085525
"13651","1000-0167-118-A0026",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",96,7.8,0.881618924,-3.054719096,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",2055.416339,0,0,NA,0,NA,NA,NA,375.5677551,0,0,NA,0,NA,0,0,0,0,NA,0,0.349485514,7.427579467,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000454832029316274
"13661","1000-0167-118-A0030",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",87,6.1,0.92634354,-3.033227923,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",5740002.651,0,0,0,0,0,NA,NA,7.710393998,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.67075743973822e-06
"13671","1000-0167-118-A0031",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",72,3.9,1.044881687,-2.980932882,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",1.1e+12,0,0,0,0,0,NA,NA,11462.75733,0,0,0,0,0,0.130557397,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.92686837,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0128922506018452
"13681","1000-0167-118-A0033",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",98,8.5,0.903110099,-3.044259301,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",15754282.65,0,0,NA,0,NA,NA,NA,1628.823344,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.00183170044639362
"13691","1000-0167-118-A0034",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",94,7.5,0.902979109,-3.044322297,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",1.49e+21,0,0,0,0.061562445,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16436617704618e-08
"13701","1000-0167-118-A0037",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",91,6.2,0.822749283,-3.084732487,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",9.22e+12,0,0,0,0,0,NA,NA,8149.000218,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,405.0532006,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.937687797,0,0,0,0,0,3,0.177453423260163
"13711","1000-0167-118-A0040",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",96,7.5,0.847710503,-3.071752436,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",3.27e+17,0,0,0,0,0,NA,NA,277977.6342,0,0,0,0,0,0,0,21.94531729,0,NA,0,0,0.044106788,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.280115067,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.312605490018245
"13721","1000-0167-118-A0046",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",87,6.3,0.956715459,-3.019217208,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",29.90002533,0,0,NA,0,NA,NA,NA,70.17966554,0,0,NA,0,NA,0,0,0,0,NA,0,0,288.3004897,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.000296310207733868
"13731","1000-0167-118-A0048",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",89,6.2,0.879471296,-3.05577833,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",195.9274574,0,0,NA,0,NA,NA,NA,312.6318862,0,0,NA,0,NA,0,0,0,0,NA,0,0.314907899,26.40880042,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000395709808680395
"13741","1000-0167-118-A0049",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",87,5.5,0.835227782,-3.078195068,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",21320.13062,0,0,NA,0,NA,NA,NA,156.8404629,0.409944169,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.00336506175273902
"13751","1000-0167-118-A0050",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",83,4.7,0.82198441,-3.085136419,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",3513008.693,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0
"13761","1000-0167-118-A0054",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",98,7,0.743737728,-3.128580187,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",1334.28363,0,0,NA,0,NA,NA,NA,553.0811852,0,0,NA,0,NA,0,0,0,0,NA,0,0.559662536,22426.62686,0,0,0,0,0,0,NA,0,5.134783197,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.0175755862158567
"13771","1000-0167-118-A0059",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10,0.888996359,-3.051100018,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",2767.384139,0,0,NA,0,NA,NA,NA,114.5855203,0,0,NA,0,NA,0,0,0,0,NA,0,0,18.74072607,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.000142988858869381
"13781","1000-0167-118-A0062",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",97,8.1,0.887502972,-3.051830184,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",242262133.2,0,0,0,0,0,NA,NA,308.134355,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000346513842450621
"13791","1000-0167-118-A0065",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10.2,0.906776286,-3.042499846,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.060390027,0,0,NA,0,NA,NA,NA,27.29390985,0,0,NA,0,NA,0,0,0,0,NA,0,0.473288079,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,6.71022748168825e-05
"13801","1000-0167-118-A0066",1,"FW","FW",2012,"4/3/12",94,1295,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",77,4.1,0.898073086,-3.046688319,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",5463.596634,0,0,NA,0,NA,NA,NA,117.3309936,0,0,NA,0,NA,0,0,0,0,NA,0,0.312023575,5063.968766,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.277989682,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00397447194149378
"13811","1000-0172-118-0001",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",101,9.7,0.941472443,-3.026192387,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.00242659,NA,0,0,0,0,NA,NA,9.253469551,0,0,NA,0,0,0,0,3749.977754,NA,NA,0,5.280375743,8.207833415,0,NA,NA,NA,0,0,0,NA,8.984131082,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.00117211351718349
"13821","1000-0172-118-0002",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",112,13.8,0.982256742,-3.007774982,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.050889664,NA,0,0,0,0,NA,NA,13.19297986,0,0,0,0,0,0,0,0,NA,NA,0,0,37.48021634,0,NA,NA,NA,0,0,0,NA,4.741071657,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,4.31412944181845e-05
"13831","1000-0172-118-0003",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",108,11.2,0.88909211,-3.051053244,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",1.5e+24,NA,0,0,0,0,NA,NA,46.68026539,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,5.518148303,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,7.16486070597782e-05
"13841","1000-0172-118-0004",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10,0.888996359,-3.051100018,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.260847342,NA,0,0,0,0,NA,NA,1922.028572,0,0,0,0,0,0,0,0,NA,NA,0,3.480065181,0,0,NA,NA,NA,0,0,0,NA,12.47937006,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00242925252365762
"13851","1000-0172-118-0005",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",117,13.8,0.861631368,-3.064678499,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",3.12e+12,NA,0,0,0,0,NA,NA,159.707214,0,0,0,0,0,0,0,0,NA,NA,0,6.534734175,0,0,NA,NA,NA,0,0,0,NA,0.626379245,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.000682304864812666
"1386","1000-0172-118-0006",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",107,10.8,0.881601707,-3.054727578,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",3.56e+31,NA,0,0,0,NA,NA,NA,417.8773647,0,0,0,0,0,0,0,0,NA,NA,0,0,34497.98507,0,NA,NA,NA,0,0,0,NA,5.499648149,NA,0,0,0,NA,NA,NA,0,0,0.929826555,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0264859754711373
"13871","1000-0172-118-0008",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",100,8.6,0.86,-3.065501549,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.007334973,NA,0,0,0,0,NA,NA,492.2070895,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0.000553513644605068
"13881","1000-0172-118-0009",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10.1,0.897886322,-3.046778644,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",5e+99,NA,0,0,0,0,NA,NA,679.5085775,0,0,0,0,0,0,0,0,NA,NA,0,0,16.06425348,0,NA,NA,NA,0,0,0,NA,85.75813845,NA,0,0,0,NA,NA,NA,0,0,19.55323553,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.000844917258603948
"13891","1000-0172-118-0010",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",104,10.5,0.933446177,-3.029910719,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.790834059,NA,0,0,0,0,NA,NA,2928.782435,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,9.717310509,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,2,0.0032936644853041
"13901","1000-0172-118-0011",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",98,8.5,0.903110099,-3.044259301,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",4.35e+34,NA,0,0,0,0,NA,NA,331.6592163,0,0,0,0,0,0,0,0,NA,NA,0,0,117.4237137,0,NA,NA,NA,0,611.271933,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00480947046027082
"13911","1000-0172-118-0012",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",95,6.9,0.804782038,-3.094321725,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.122148051,NA,0,0,0,0,NA,NA,675.9217296,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,47.59978828,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0.000760548342759764
"13921","1000-0172-118-0013",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",106,10.2,0.856411669,-3.067317424,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",0.042891865,NA,0,0,0,0,NA,NA,5478.206949,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,117.2019338,NA,0,0,0,NA,NA,NA,0,0,18.09702544,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00622443594317097
"13931","1000-0172-118-0014",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",119,15.3,0.907926196,-3.041949453,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",4.51e+57,NA,0,0,0,0,NA,NA,3288.920523,0,0,0,0,0,0,0,0,NA,NA,0,0,2.60630267,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0.00370053527104563
"13941","1000-0172-118-0015",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",109,11.4,0.880289167,-3.055374642,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",5.17e+49,NA,0,0,0,0,NA,NA,91.74203034,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,13.37520067,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0.000103291863617225
"13951","1000-0172-118-0017",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",97,7.9,0.865589318,-3.062688112,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",4.614215117,NA,0,0,0,0,NA,NA,926.636031,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,1.629341867,0,NA,1946.662105,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,7.732412748,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,1.00107153806391
"13961","1000-0172-118-0020",1,"FW","FW",2011,"5/4/11",124,960,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Spring",113,12.6,0.873243204,-3.058864785,"","FW","FW",49.07788,-121.978,"Mixed","NO","AvgCopy",6.11e+22,NA,0,0,0,0,NA,NA,325.5694089,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0.000366120508900465
"1397","1000-0177-118-A0233",1,"FW","FW",2012,"5/3/12",124,1325,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",84,4.5,0.759232264,-3.119625344,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",12370378.2,0,0,NA,0.286477312,NA,NA,NA,0,0,0,NA,0,NA,5.534389912,0,26.6346009,0,NA,0,0,2.774439309,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,8.15651190959886e-05
"1398","1000-0177-118-A0235",1,"FW","FW",2012,"5/3/12",124,1325,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",72,3,0.803755144,-3.094876235,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",4.109573815,0,0,NA,0,NA,NA,NA,34.0277905,0,0,NA,0,NA,0,0,0,0,NA,0,0,5.310909527,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,726.0501294,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000308120408976181
"1399","1000-0177-118-A0237",1,"FW","FW",2012,"5/3/12",124,1325,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Spring",68,2.4,0.763281091,-3.117315496,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",29360118.73,0,0,NA,1.011911424,NA,NA,NA,46.21884046,0,0,NA,0,NA,0,0,72.42254915,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,6.66367265745669e-05
"1400","1000-0177-118-A0239",1,"FW","FW",2012,"5/3/12",124,1325,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Spring",67,2.3,0.764721724,-3.116496572,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",3.55e+13,0,0,NA,152.7153278,NA,NA,NA,17855.19103,0,0,NA,0,NA,0,0,0,0,NA,0,0.165982933,2.896661075,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.0201229702541556
"1401","1000-0177-118-A0243",1,"FW","FW",2012,"5/3/12",124,1325,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",57,1.6,0.863963541,-3.063504584,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",98705057071,0,0,NA,19.19546452,NA,NA,NA,1259.318706,0,0,NA,0,NA,1.511329007,0,0,0,NA,0,0,11752.57765,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.0103019207197469
"1402","1000-0177-118-A0245",1,"FW","FW",2012,"5/3/12",124,1325,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Spring",62,1.7,0.713302675,-3.146726147,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",1429293.914,0,0,NA,0.609503284,NA,NA,NA,384.6288027,0,0,NA,0,NA,0,0,0,0,NA,0,0,1.05470713,0,0,0,0,0,0,NA,0,6.647410056,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,85.17101081,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.000464693807576685
"1403","1000-0177-118-A0249",1,"FW","FW",2012,"5/3/12",124,1325,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",68,2.6,0.826887849,-3.08255339,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",1.9e+14,0,0,NA,9.183110737,NA,NA,NA,814.8487596,0,0,NA,0,NA,0,0,0,0,NA,0,0,3.787973821,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.000920934880892012
"14041","1000-0177-118-A0250",1,"FW","FW",2012,"5/3/12",124,1325,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",62,2.1,0.881138599,-3.054955774,"","FW","FW",50.874818,-119.573148,"Mixed","NO","AvgCopy",4463120.022,0,0,NA,226569.0327,NA,NA,NA,298.0544146,0,0,NA,0,NA,0,0,0,0,NA,0,1.573083274,1884.495438,0,0,0,0,0,0,NA,0,15.18126179,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.0447296244959491
"14051","1000-0190-118-A9790",1,"FW","FW",2013,"5/8/13",128,1695,"Portage Cr","Portage","Middle Fraser","Middle Fraser","Fraser","Spring",80,4.6,0.8984375,-3.046512129,"","FW","FW",50.667069,-121.98836,"Mixed","NO","AvgCopy",32463.50973,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,400.4315671,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.000146621563641357
